Problem,Provider,OperationKind,Operation,Disposition,Status,gemm_kind,m,n,k,A,B,C,D,alpha,beta,split_k_mode,split_k_slices,batch_count,raster_order,runtime_input_datatype_a,runtime_input_datatype_b,use_pdl,enable_sm90_mixed_dtype_shuffle_test,swizzle_size,op_class,accum,cta_m,cta_n,cta_k,cluster_m,cluster_n,cluster_k,cluster_m_fallback,cluster_n_fallback,cluster_k_fallback,stages,warps_m,warps_n,warps_k,inst_m,inst_n,inst_k,min_cc,max_cc,Bytes,Flops,Flops/Byte,Runtime,GB/s,GFLOPs
1,CUTLASS,gemm,cutlass_tensorop_c1688gemm_128x64_16x3_hh_align1,not_verified,success,universal,1024,1024,1024,cf32:row,cf32:row,cf32:column,cf32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf32,128,64,16,1,1,1,0,0,0,3,4,2,1,16,8,8,80,1024,25165824,8598323200,341,0.223232,104.992,38517.4
1,CUTLASS,gemm,cutlass_tensorop_d884gemm_128x128_16x3_nn_align1,not_verified,success,universal,1024,1024,1024,f64:column,f64:column,f64:column,f64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f64,128,128,16,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,25165824,2149580800,85,3.86662,6.06149,555.932
1,CUTLASS,gemm,cutlass_tensorop_d884gemm_128x128_16x3_nt_align1,not_verified,success,universal,1024,1024,1024,f64:column,f64:row,f64:column,f64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f64,128,128,16,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,25165824,2149580800,85,3.86662,6.06149,555.932
1,CUTLASS,gemm,cutlass_tensorop_d884gemm_128x128_16x3_tn_align1,not_verified,success,universal,1024,1024,1024,f64:row,f64:column,f64:column,f64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f64,128,128,16,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,25165824,2149580800,85,3.86765,6.05988,555.785
1,CUTLASS,gemm,cutlass_tensorop_d884gemm_128x128_16x3_tt_align1,not_verified,success,universal,1024,1024,1024,f64:row,f64:row,f64:column,f64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f64,128,128,16,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,25165824,2149580800,85,3.86765,6.05988,555.785
1,CUTLASS,gemm,cutlass_tensorop_z884gemm_128x64_8x3_nn_align1,not_verified,success,universal,1024,1024,1024,cf64:column,cf64:column,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,128,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,8598323200,170,7.69126,6.09458,1117.93
1,CUTLASS,gemm,cutlass_tensorop_z884gemm_128x64_8x3_cn_align1,not_verified,success,universal,1024,1024,1024,cf64:column,cf64:column,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,128,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,8598323200,170,7.69229,6.09377,1117.78
1,CUTLASS,gemm,cutlass_tensorop_z884gemm_128x64_8x3_nc_align1,not_verified,success,universal,1024,1024,1024,cf64:column,cf64:column,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,128,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,8598323200,170,7.69126,6.09458,1117.93
1,CUTLASS,gemm,cutlass_tensorop_z884gemm_128x64_8x3_cc_align1,not_verified,success,universal,1024,1024,1024,cf64:column,cf64:column,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,128,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,8598323200,170,7.69126,6.09458,1117.93
1,CUTLASS,gemm,cutlass_tensorop_z884gemm_128x64_8x3_nt_align1,not_verified,success,universal,1024,1024,1024,cf64:column,cf64:row,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,128,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,8598323200,170,7.69229,6.09377,1117.78
1,CUTLASS,gemm,cutlass_tensorop_z884gemm_128x64_8x3_ct_align1,not_verified,success,universal,1024,1024,1024,cf64:column,cf64:row,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,128,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,8598323200,170,7.69126,6.09458,1117.93
1,CUTLASS,gemm,cutlass_tensorop_z884gemm_128x64_8x3_nh_align1,not_verified,success,universal,1024,1024,1024,cf64:column,cf64:row,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,128,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,8598323200,170,7.76909,6.03353,1106.74
1,CUTLASS,gemm,cutlass_tensorop_z884gemm_128x64_8x3_ch_align1,not_verified,success,universal,1024,1024,1024,cf64:column,cf64:row,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,128,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,8598323200,170,7.69229,6.09377,1117.78
1,CUTLASS,gemm,cutlass_tensorop_z884gemm_128x64_8x3_tn_align1,not_verified,success,universal,1024,1024,1024,cf64:row,cf64:column,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,128,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,8598323200,170,7.69126,6.09458,1117.93
1,CUTLASS,gemm,cutlass_tensorop_z884gemm_128x64_8x3_hn_align1,not_verified,success,universal,1024,1024,1024,cf64:row,cf64:column,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,128,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,8598323200,170,7.69126,6.09458,1117.93
1,CUTLASS,gemm,cutlass_tensorop_z884gemm_128x64_8x3_tc_align1,not_verified,success,universal,1024,1024,1024,cf64:row,cf64:column,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,128,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,8598323200,170,7.69126,6.09458,1117.93
1,CUTLASS,gemm,cutlass_tensorop_z884gemm_128x64_8x3_hc_align1,not_verified,success,universal,1024,1024,1024,cf64:row,cf64:column,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,128,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,8598323200,170,7.69229,6.09377,1117.78
1,CUTLASS,gemm,cutlass_tensorop_z884gemm_128x64_8x3_tt_align1,not_verified,success,universal,1024,1024,1024,cf64:row,cf64:row,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,128,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,8598323200,170,7.69126,6.09458,1117.93
1,CUTLASS,gemm,cutlass_tensorop_z884gemm_128x64_8x3_ht_align1,not_verified,success,universal,1024,1024,1024,cf64:row,cf64:row,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,128,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,8598323200,170,7.69126,6.09458,1117.93
1,CUTLASS,gemm,cutlass_tensorop_z884gemm_128x64_8x3_th_align1,not_verified,success,universal,1024,1024,1024,cf64:row,cf64:row,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,128,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,8598323200,170,7.69126,6.09458,1117.93
1,CUTLASS,gemm,cutlass_tensorop_z884gemm_128x64_8x3_hh_align1,not_verified,success,universal,1024,1024,1024,cf64:row,cf64:row,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,128,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,8598323200,170,7.69126,6.09458,1117.93
1,CUTLASS,gemm,cutlass_tensorop_gz884gemm_64x64_8x3_nn_align1,not_verified,success,universal,1024,1024,1024,cf64:column,cf64:column,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,64,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,6448742400,128,6.12762,7.64979,1052.41
1,CUTLASS,gemm,cutlass_tensorop_gz884gemm_64x64_8x3_cn_align1,not_verified,success,universal,1024,1024,1024,cf64:column,cf64:column,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,64,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,6448742400,128,6.12557,7.65235,1052.76
1,CUTLASS,gemm,cutlass_tensorop_gz884gemm_64x64_8x3_nc_align1,not_verified,success,universal,1024,1024,1024,cf64:column,cf64:column,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,64,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,6448742400,128,6.12557,7.65235,1052.76
1,CUTLASS,gemm,cutlass_tensorop_gz884gemm_64x64_8x3_cc_align1,not_verified,success,universal,1024,1024,1024,cf64:column,cf64:column,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,64,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,6448742400,128,6.12762,7.64979,1052.41
1,CUTLASS,gemm,cutlass_tensorop_gz884gemm_64x64_8x3_nt_align1,not_verified,success,universal,1024,1024,1024,cf64:column,cf64:row,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,64,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,6448742400,128,6.13171,7.64468,1051.7
1,CUTLASS,gemm,cutlass_tensorop_gz884gemm_64x64_8x3_ct_align1,not_verified,success,universal,1024,1024,1024,cf64:column,cf64:row,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,64,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,6448742400,128,6.13274,7.64341,1051.53
1,CUTLASS,gemm,cutlass_tensorop_gz884gemm_64x64_8x3_nh_align1,not_verified,success,universal,1024,1024,1024,cf64:column,cf64:row,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,64,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,6448742400,128,6.12966,7.64724,1052.05
1,CUTLASS,gemm,cutlass_tensorop_gz884gemm_64x64_8x3_ch_align1,not_verified,success,universal,1024,1024,1024,cf64:column,cf64:row,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,64,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,6448742400,128,6.13069,7.64596,1051.88
1,CUTLASS,gemm,cutlass_tensorop_gz884gemm_64x64_8x3_tn_align1,not_verified,success,universal,1024,1024,1024,cf64:row,cf64:column,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,64,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,6448742400,128,6.11123,7.6703,1055.23
1,CUTLASS,gemm,cutlass_tensorop_gz884gemm_64x64_8x3_hn_align1,not_verified,success,universal,1024,1024,1024,cf64:row,cf64:column,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,64,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,6448742400,128,6.11123,7.6703,1055.23
1,CUTLASS,gemm,cutlass_tensorop_gz884gemm_64x64_8x3_tc_align1,not_verified,success,universal,1024,1024,1024,cf64:row,cf64:column,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,64,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,6448742400,128,6.11226,7.66902,1055.05
1,CUTLASS,gemm,cutlass_tensorop_gz884gemm_64x64_8x3_hc_align1,not_verified,success,universal,1024,1024,1024,cf64:row,cf64:column,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,64,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,6448742400,128,6.11123,7.6703,1055.23
1,CUTLASS,gemm,cutlass_tensorop_gz884gemm_64x64_8x3_tt_align1,not_verified,success,universal,1024,1024,1024,cf64:row,cf64:row,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,64,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,6448742400,128,6.12352,7.65491,1053.11
1,CUTLASS,gemm,cutlass_tensorop_gz884gemm_64x64_8x3_ht_align1,not_verified,success,universal,1024,1024,1024,cf64:row,cf64:row,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,64,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,6448742400,128,6.12557,7.65235,1052.76
1,CUTLASS,gemm,cutlass_tensorop_gz884gemm_64x64_8x3_th_align1,not_verified,success,universal,1024,1024,1024,cf64:row,cf64:row,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,64,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,6448742400,128,6.12557,7.65235,1052.76
1,CUTLASS,gemm,cutlass_tensorop_gz884gemm_64x64_8x3_hh_align1,not_verified,success,universal,1024,1024,1024,cf64:row,cf64:row,cf64:column,cf64:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,cf64,64,64,8,1,1,1,0,0,0,3,4,2,1,8,8,4,80,1024,50331648,6448742400,128,6.12557,7.65235,1052.76
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_s8_f16_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,s8:row,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,7340032,2149580800,292,0.05632,121.377,38167.3
1,CUTLASS,gemm,cutlass_tensorop_f16_s16816gemm_s8_f16_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,s8:row,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,5242880,2149580800,410,0.058368,83.6556,36828.1
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_u8_f16_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,u8:row,f16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,7340032,2149580800,292,0.055296,123.624,38874.1
1,CUTLASS,gemm,cutlass_tensorop_f16_s16816gemm_u8_f16_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,u8:row,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,5242880,2149580800,410,0.063488,76.9092,33858.1
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_s8_bf16_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,s8:row,bf16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,7340032,2149580800,292,0.057344,119.209,37485.7
1,CUTLASS,gemm,cutlass_tensorop_bf16_s16816gemm_s8_bf16_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,s8:row,bf16:column,bf16:column,bf16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,5242880,2149580800,410,0.057344,85.1495,37485.7
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_u8_bf16_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,u8:row,bf16:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,7340032,2149580800,292,0.060416,113.148,35579.7
1,CUTLASS,gemm,cutlass_tensorop_bf16_s16816gemm_u8_bf16_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,u8:row,bf16:column,bf16:column,bf16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,5242880,2149580800,410,0.059392,82.2133,36193.1
1,CUTLASS,gemm,cutlass_tensorop_h16816gemm_s8_f16_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,s8:row,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,5242880,2149580800,410,0.057344,85.1495,37485.7
1,CUTLASS,gemm,cutlass_tensorop_h16816gemm_u8_f16_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,u8:row,f16:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,5242880,2149580800,410,0.058368,83.6556,36828.1
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_s8_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,f16:row,s8:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,7340032,2149580800,292,0.05632,121.377,38167.3
1,CUTLASS,gemm,cutlass_tensorop_f16_s16816gemm_f16_s8_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,f16:row,s8:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,5242880,2149580800,410,0.05632,86.6977,38167.3
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_f16_u8_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,f16:row,u8:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,7340032,2149580800,292,0.057344,119.209,37485.7
1,CUTLASS,gemm,cutlass_tensorop_f16_s16816gemm_f16_u8_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,f16:row,u8:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,5242880,2149580800,410,0.055296,88.3032,38874.1
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_bf16_s8_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,bf16:row,s8:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,7340032,2149580800,292,0.059392,115.099,36193.1
1,CUTLASS,gemm,cutlass_tensorop_bf16_s16816gemm_bf16_s8_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,bf16:row,s8:column,bf16:column,bf16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,5242880,2149580800,410,0.057344,85.1495,37485.7
1,CUTLASS,gemm,cutlass_tensorop_s16816gemm_bf16_u8_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,bf16:row,u8:column,f32:column,f32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,7340032,2149580800,292,0.058368,117.118,36828.1
1,CUTLASS,gemm,cutlass_tensorop_bf16_s16816gemm_bf16_u8_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,bf16:row,u8:column,bf16:column,bf16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f32,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,5242880,2149580800,410,0.057344,85.1495,37485.7
1,CUTLASS,gemm,cutlass_tensorop_h16816gemm_f16_s8_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,f16:row,s8:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,5242880,2149580800,410,0.05632,86.6977,38167.3
1,CUTLASS,gemm,cutlass_tensorop_h16816gemm_f16_u8_128x128_64x4_tn_align16,not_verified,success,universal,1024,1024,1024,f16:row,u8:column,f16:column,f16:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,f16,128,128,64,1,1,1,0,0,0,4,2,2,1,16,8,16,80,1024,5242880,2149580800,410,0.069632,70.1231,30870.6
1,CUTLASS,gemm,cutlass_tensorop_i16832gemm_s8_256x128_64x3_tn_align16,not_verified,success,universal,1024,1024,1024,s8:row,s8:column,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,3,4,2,1,16,8,32,80,1024,6291456,2149580800,341,0.055296,105.964,38874.1
1,CUTLASS,gemm,cutlass_tensorop_s8_i16832gemm_s8_256x128_64x3_tn_align16,not_verified,success,universal,1024,1024,1024,s8:row,s8:column,s8:column,s8:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,3,4,2,1,16,8,32,80,1024,3145728,2149580800,683,0.05632,52.0186,38167.3
1,CUTLASS,gemm,cutlass_tensorop_i16832gemm_u8_256x128_64x3_tn_align16,not_verified,success,universal,1024,1024,1024,u8:row,u8:column,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,3,4,2,1,16,8,32,80,1024,6291456,2149580800,341,0.054272,107.963,39607.5
1,CUTLASS,gemm,cutlass_tensorop_u8_i16832gemm_u8_256x128_64x3_tn_align16,not_verified,success,universal,1024,1024,1024,u8:row,u8:column,u8:column,u8:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,3,4,2,1,16,8,32,80,1024,3145728,2149580800,683,0.054272,53.9816,39607.5
1,CUTLASS,gemm,cutlass_tensorop_i16832gemm_s4_s8_256x128_64x3_tn_align32,not_verified,success,universal,1024,1024,1024,s4:row,s8:column,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,3,4,2,1,16,8,32,80,1024,5767168,2149580800,372,0.059392,90.4346,36193.1
1,CUTLASS,gemm,cutlass_tensorop_s8_i16832gemm_s4_s8_256x128_64x3_tn_align32,not_verified,success,universal,1024,1024,1024,s4:row,s8:column,s8:column,s8:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,3,4,2,1,16,8,32,80,1024,2621440,2149580800,820,0.057344,42.5747,37485.7
1,CUTLASS,gemm,cutlass_tensorop_i16832gemm_s8_s4_256x128_64x3_tn_align32,not_verified,success,universal,1024,1024,1024,s8:row,s4:column,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,3,4,2,1,16,8,32,80,1024,5767168,2149580800,372,0.06144,87.4201,34986.7
1,CUTLASS,gemm,cutlass_tensorop_s8_i16832gemm_s8_s4_256x128_64x3_tn_align32,not_verified,success,universal,1024,1024,1024,s8:row,s4:column,s8:column,s8:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,3,4,2,1,16,8,32,80,1024,2621440,2149580800,820,0.060416,40.4099,35579.7
1,CUTLASS,gemm,cutlass_tensorop_s8_i16832gemm_s8_256x128_64x3_n32t32_align16,not_verified,success,universal,1024,1024,1024,s8:nk32,s8:tk32,s8:nk32,s8:nk32,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,3,4,2,1,16,8,32,80,1024,3145728,2149580800,683,0.065536,44.7035,32800
1,CUTLASS,gemm,cutlass_tensorop_u8_i16832gemm_u8_256x128_64x3_n32t32_align16,not_verified,success,universal,1024,1024,1024,u8:nk32,u8:tk32,u8:nk32,u8:nk32,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,64,1,1,1,0,0,0,3,4,2,1,16,8,32,80,1024,3145728,2149580800,683,0.05632,52.0186,38167.3
1,CUTLASS,gemm,cutlass_tensorop_i16864gemm_s4_256x128_128x3_tn_align32,not_verified,success,universal,1024,1024,1024,s4:row,s4:column,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,128,1,1,1,0,0,0,3,4,2,1,16,8,64,80,1024,5242880,2149580800,410,0.049152,99.3411,43733.3
1,CUTLASS,gemm,cutlass_tensorop_s4_i16864gemm_s4_256x128_128x3_tn_align32,not_verified,success,universal,1024,1024,1024,s4:row,s4:column,s4:column,s4:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,128,1,1,1,0,0,0,3,4,2,1,16,8,64,80,1024,1572864,2149580800,1366,0.049152,29.8023,43733.3
1,CUTLASS,gemm,cutlass_tensorop_i16864gemm_u4_256x128_128x3_tn_align32,not_verified,success,universal,1024,1024,1024,u4:row,u4:column,s32:column,s32:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,128,1,1,1,0,0,0,3,4,2,1,16,8,64,80,1024,5242880,2149580800,410,0.049152,99.3411,43733.3
1,CUTLASS,gemm,cutlass_tensorop_u4_i16864gemm_u4_256x128_128x3_tn_align32,not_verified,success,universal,1024,1024,1024,u4:row,u4:column,u4:column,u4:column,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,128,1,1,1,0,0,0,3,4,2,1,16,8,64,80,1024,1572864,2149580800,1366,0.049152,29.8023,43733.3
1,CUTLASS,gemm,cutlass_tensorop_s4_i16864gemm_s4_256x128_128x3_n64t64_align32,not_verified,success,universal,1024,1024,1024,s4:nk64,s4:tk64,s4:nk64,s4:nk64,1,0,serial,1,1,heuristic,invalid,invalid,false,false,1,tensorop,s32,256,128,128,1,1,1,0,0,0,3,4,2,1,16,8,64,80,1024,1572864,2149580800,1366,0.048128,30.4364,44663.8
